2013-07-02,-3450958.0
2013-07-03,-1766620.0
2013-07-04,-8949585.0
2013-07-05,-6672436.0
2013-07-06,25102523.0
2013-07-07,-27789040.0
2013-07-08,48296034.0
2013-07-09,-30459325.0
2013-07-10,3897565.0
2013-07-11,13378691.0
2013-07-12,-9891293.0
2013-07-13,-19019187.0
2013-07-14,7450586.0
2013-07-15,25513252.0
2013-07-16,2494292.0
2013-07-17,-21607165.0
2013-07-18,-4781177.0
2013-07-19,9445619.0
2013-07-20,-13241045.0
2013-07-21,703315.0
2013-07-22,19306502.0
2013-07-23,17687251.0
2013-07-24,-9713629.0
2013-07-25,9010900.0
2013-07-26,-12711601.0
2013-07-27,-27527366.0
2013-07-28,19060931.0
2013-07-29,17256694.0
2013-07-30,-6030833.0
2013-07-31,7088394.0
2013-08-01,-1199675.0
2013-08-02,-15305426.0
2013-08-03,-16468747.0
2013-08-04,24149465.0
2013-08-05,-2113051.0
2013-08-06,7233981.0
2013-08-07,-6958103.0
2013-08-08,585409.0
2013-08-09,-11068304.0
2013-08-10,-12809879.0
2013-08-11,34904236.0
2013-08-12,39000959.0
2013-08-13,-45799583.0
2013-08-14,-18179752.0
2013-08-15,11880055.0
2013-08-16,-737686.0
2013-08-17,-24013017.0
2013-08-18,42032573.0
2013-08-19,49481117.0
2013-08-20,-55508700.0
2013-08-21,-15491063.0
2013-08-22,50946291.0
2013-08-23,-51252162.0
2013-08-24,6488693.0
2013-08-25,-1060980.0
2013-08-26,31190253.0
2013-08-27,-29228513.0
2013-08-28,1334291.0
2013-08-29,916347.0
2013-08-30,8970178.0
2013-08-31,-8833541.0
2013-09-01,8584499.0
2013-09-02,84604937.0
2013-09-03,-60336859.0
2013-09-04,-47141172.0
2013-09-05,5349797.0
2013-09-06,206681.0
2013-09-07,-4847003.0
2013-09-08,4720726.0
2013-09-09,10515564.0
2013-09-10,45371670.0
2013-09-11,4260316.0
2013-09-12,-30370775.0
2013-09-13,3082262.0
2013-09-14,-40680503.0
2013-09-15,6084240.0
2013-09-16,124596527.0
2013-09-17,-85451395.0
2013-09-18,-33278207.0
2013-09-19,-18148560.0
2013-09-20,3587714.0
2013-09-21,4040578.0
2013-09-22,35107829.0
2013-09-23,-12856009.0
2013-09-24,19592699.0
2013-09-25,-26976691.0
2013-09-26,21444525.0
2013-09-27,-26552572.0
2013-09-28,-2170323.0
2013-09-29,-5561950.0
2013-09-30,-6035798.0
2013-10-01,-9260551.0
2013-10-02,-7574791.0
2013-10-03,-1461514.0
2013-10-04,9806495.0
2013-10-05,6456997.0
2013-10-06,12365967.0
2013-10-07,4067080.0
2013-10-08,67009179.0
2013-10-09,-37384613.0
2013-10-10,-327686.0
2013-10-11,10580144.0
2013-10-12,-773621.0
2013-10-13,-10751155.0
2013-10-14,59165319.0
2013-10-15,-44610996.0
2013-10-16,15243787.0
2013-10-17,-13744874.0
2013-10-18,10948233.0
2013-10-19,-45003007.0
2013-10-20,-5381762.0
2013-10-21,58263609.0
2013-10-22,39581206.0
2013-10-23,-39518384.0
2013-10-24,-36562282.0
2013-10-25,405623.0
2013-10-26,-14183947.0
2013-10-27,12255037.0
2013-10-28,61985832.0
2013-10-29,-27943231.0
2013-10-30,7613116.0
2013-10-31,-18736559.0
2013-11-01,59978244.0
2013-11-02,-88772645.0
2013-11-03,6575570.0
2013-11-04,231319533.0
2013-11-05,-119122589.0
2013-11-06,570096.0
2013-11-07,-13511446.0
2013-11-08,63786007.0
2013-11-09,-105282443.0
2013-11-10,38346443.0
2013-11-11,-16827032.0
2013-11-12,483208.0
2013-11-13,26085329.0
2013-11-14,-6558918.0
2013-11-15,-43725354.0
2013-11-16,-6184999.0
2013-11-17,-6299083.0
2013-11-18,83979855.0
2013-11-19,-64401058.0
2013-11-20,34797583.0
2013-11-21,55003936.0
2013-11-22,-92638251.0
2013-11-23,-39419669.0
2013-11-24,13285973.0
2013-11-25,44748611.0
2013-11-26,110894100.0
2013-11-27,-123263574.0
2013-11-28,4986297.0
2013-11-29,-17224081.0
2013-11-30,-5670852.0
2013-12-01,21024500.0
2013-12-02,207423266.0
2013-12-03,-76646402.0
2013-12-04,-49210484.0
2013-12-05,-28631085.0
2013-12-06,-38628128.0
2013-12-07,-13314554.0
2013-12-08,-13995702.0
2013-12-09,49765909.0
2013-12-10,4818800.0
2013-12-11,60445365.0
2013-12-12,-99556970.0
2013-12-13,24312683.0
2013-12-14,-35627094.0
2013-12-15,76836791.0
2013-12-16,-9392456.0
2013-12-17,-2509134.0
2013-12-18,-13764993.0
2013-12-19,53415553.0
2013-12-20,-99763957.0
2013-12-21,-21866621.0
2013-12-22,42542438.0
2013-12-23,44204150.0
2013-12-24,106658967.0
2013-12-25,74669814.0
2013-12-26,-159788739.0
2013-12-27,-9168442.0
2013-12-28,-18310961.0
2013-12-29,-31334659.0
2013-12-30,124885431.0
2013-12-31,-20506844.0
2014-01-01,65074631.0
2014-01-02,104030174.0
2014-01-03,-92881934.0
2014-01-04,-155988895.0
2014-01-05,19944797.0
2014-01-06,236463335.0
2014-01-07,147232454.0
2014-01-08,-325701336.0
2014-01-09,16673327.0
2014-01-10,-42900851.0
2014-01-11,5605802.0
2014-01-12,-15148094.0
2014-01-13,218951706.0
2014-01-14,-90299922.0
2014-01-15,34501590.0
2014-01-16,-16461635.0
2014-01-17,-29520230.0
2014-01-18,-112226165.0
2014-01-19,-48118666.0
2014-01-20,150679005.0
2014-01-21,77093584.0
2014-01-22,85875995.0
2014-01-23,-17280509.0
2014-01-24,132653797.0
2014-01-25,-173249271.0
2014-01-26,87547897.0
2014-01-27,128796964.0
2014-01-28,186225258.0
2014-01-29,109054916.0
2014-01-30,-724563447.0
2014-01-31,-140592036.0
2014-02-01,-23037003.0
2014-02-02,-6374411.0
2014-02-03,26417087.0
2014-02-04,-676202.0
2014-02-05,125390344.0
2014-02-06,18816286.0
2014-02-07,350957945.0
2014-02-08,-220562753.0
2014-02-09,-16344234.0
2014-02-10,305553906.0
2014-02-11,171338065.0
2014-02-12,-55793435.0
2014-02-13,-136310976.0
2014-02-14,-135988360.0
2014-02-15,-235317255.0
2014-02-16,75931449.0
2014-02-17,374793432.0
2014-02-18,-112554915.0
2014-02-19,-185195179.0
2014-02-20,70557225.0
2014-02-21,-124943504.0
2014-02-22,-71958981.0
2014-02-23,55031005.0
2014-02-24,319263334.0
2014-02-25,-92811156.0
2014-02-26,117295256.0
2014-02-27,-7891857.0
2014-02-28,-244187534.0
2014-03-01,-65856174.0
2014-03-02,-86663350.0
2014-03-03,229103632.0
2014-03-04,18840478.0
2014-03-05,-69850849.0
2014-03-06,107492279.0
2014-03-07,-181647991.0
2014-03-08,-136865610.0
2014-03-09,1478350.0
2014-03-10,252585557.0
2014-03-11,-66837260.0
2014-03-12,-53492919.0
2014-03-13,-30720987.0
2014-03-14,-30389479.0
2014-03-15,-28490429.0
2014-03-16,-18019611.0
2014-03-17,69620691.0
2014-03-18,96471035.0
2014-03-19,-76465053.0
2014-03-20,5997431.0
2014-03-21,-82659677.0
2014-03-22,-90651683.0
2014-03-23,-24243766.0
2014-03-24,145723965.0
2014-03-25,1164672.0
2014-03-26,-41409462.0
2014-03-27,-6704462.0
2014-03-28,-40264727.0
2014-03-29,-65715370.0
2014-03-30,45282949.0
2014-03-31,193350971.0
2014-04-01,54435680.0
2014-04-02,-97973467.0
2014-04-03,8530002.0
2014-04-04,-111981226.0
2014-04-05,-49559352.0
2014-04-06,-72859288.0
