,mix_data,mix_index
0,0.2048113435345913,0.0
1,0.20437211690023652,0.010101010101010102
2,0.2039423510246891,0.020202020202020204
3,0.20355225843841182,0.030303030303030304
4,0.20316230394069648,0.04040404040404041
5,0.20277234944298136,0.05050505050505051
6,0.20238239494526614,0.06060606060606061
7,0.20199244044755088,0.07070707070707072
8,0.20160248594983576,0.08080808080808081
9,0.2012125314521204,0.09090909090909091
10,0.20082257695440528,0.10101010101010102
11,0.20053321550841063,0.11111111111111112
12,0.20025080055231775,0.12121212121212122
13,0.19998234650809626,0.13131313131313133
14,0.19971405224070507,0.14141414141414144
15,0.19950537571359886,0.15151515151515152
16,0.1993295566058855,0.16161616161616163
17,0.19915373749817222,0.17171717171717174
18,0.19897791839045884,0.18181818181818182
19,0.19880209928274578,0.19191919191919193
20,0.1986262801750326,0.20202020202020204
21,0.198502943208561,0.21212121212121213
22,0.19838151518601288,0.22222222222222224
23,0.19829587706772986,0.23232323232323235
24,0.19822044286170956,0.24242424242424243
25,0.1981450086556891,0.25252525252525254
26,0.19806957444966886,0.26262626262626265
27,0.19799414024364828,0.27272727272727276
28,0.19791870603762782,0.2828282828282829
29,0.19784327183160746,0.29292929292929293
30,0.1977913169407895,0.30303030303030304
31,0.1977584695827786,0.31313131313131315
32,0.1977285501949751,0.32323232323232326
33,0.19769863080717148,0.33333333333333337
34,0.1976869639165436,0.3434343434343435
35,0.19767883503955055,0.3535353535353536
36,0.19767070616255739,0.36363636363636365
37,0.1976668022539687,0.37373737373737376
38,0.19767510018832615,0.38383838383838387
39,0.19768339812268326,0.393939393939394
40,0.19769169605704057,0.4040404040404041
41,0.1977486453909679,0.4141414141414142
42,0.19781433943611101,0.42424242424242425
43,0.19789435938150945,0.43434343434343436
44,0.19798459663361354,0.4444444444444445
45,0.19807483388571775,0.4545454545454546
46,0.198165071137822,0.4646464646464647
47,0.19825530838992617,0.4747474747474748
48,0.19834554564203027,0.48484848484848486
49,0.19843578289413458,0.494949494949495
50,0.1985530654198178,0.5050505050505051
51,0.19868194677700476,0.5151515151515152
52,0.1988108281341915,0.5252525252525253
53,0.19893970949137832,0.5353535353535354
54,0.19909843774467673,0.5454545454545455
55,0.19926184858433335,0.5555555555555556
56,0.19942525942398995,0.5656565656565657
57,0.1995886702636466,0.5757575757575758
58,0.19975208110330325,0.5858585858585859
59,0.19991549194295996,0.595959595959596
60,0.20007890278261647,0.6060606060606061
61,0.20026581461447335,0.6161616161616162
62,0.20047339569556313,0.6262626262626263
63,0.20068097677665264,0.6363636363636365
64,0.20088855785774207,0.6464646464646465
65,0.20109613893883166,0.6565656565656566
66,0.20130372001992128,0.6666666666666667
67,0.201519041056695,0.6767676767676768
68,0.2017797852304718,0.686868686868687
69,0.20205649540530693,0.696969696969697
70,0.20236352873478608,0.7070707070707072
71,0.20267056206426484,0.7171717171717172
72,0.20297759539374396,0.7272727272727273
73,0.20328753418294448,0.7373737373737375
74,0.20365134539914911,0.7474747474747475
75,0.2040327740983278,0.7575757575757577
76,0.20442802585295802,0.7676767676767677
77,0.20482327760758845,0.7777777777777778
78,0.20521970021097122,0.787878787878788
79,0.20563275868901545,0.797979797979798
80,0.2060458171670595,0.8080808080808082
81,0.20645887564510365,0.8181818181818182
82,0.20687193412314772,0.8282828282828284
83,0.20728499260119176,0.8383838383838385
84,0.2077141197480712,0.8484848484848485
85,0.20814355840938398,0.8585858585858587
86,0.20857299707069687,0.8686868686868687
87,0.20900609245664722,0.8787878787878789
88,0.20945958670727066,0.888888888888889
89,0.20991308095789427,0.8989898989898991
90,0.210383916714891,0.9090909090909092
91,0.210858842008472,0.9191919191919192
92,0.21134010401473521,0.9292929292929294
93,0.21183066800386804,0.9393939393939394
94,0.2123212319930008,0.9494949494949496
95,0.21281179598213332,0.9595959595959597
96,0.21332017169768955,0.9696969696969697
97,0.21383359840746827,0.9797979797979799
98,0.21434702511724688,0.98989898989899
99,0.21486045182702534,1.0
