,actual,trainpredict
0,8347729.0,-284928.125
1,3473059.0,1853309.5
2,2597169.0,1406725.75
3,3508800.0,394526.65625
4,8492573.0,-437402.375
5,3482829.0,1528002.375
6,2784107.0,1032524.25
7,13107943.0,748419.1875
8,11864981.0,5189307.0
9,10911513.0,6001143.0
10,11765356.0,6807967.5
11,9244769.0,8525489.0
12,4601143.0,5005734.0
13,2681331.0,1903645.0
14,19144267.0,1584897.75
15,24404051.0,9463042.0
16,36258592.0,16218919.0
17,38212836.0,26327252.0
18,39192369.0,31516862.0
19,15058893.0,30932170.0
20,7683211.0,17610698.0
21,18599364.0,9778047.0
22,13048582.0,13050832.0
23,9534040.0,12639423.0
24,18864467.999999996,13048578.0
25,40150769.0,18492624.0
26,20701797.0,25779760.0
27,8263965.0,20203674.0
28,15797507.0,13112292.0
29,16401387.0,11744507.0
30,29708706.0,8493032.0
31,29551691.0,20517784.0
32,30131015.0,29938074.0
33,26614408.0,26323862.0
34,15372680.0,22763166.0
35,28586669.0,15507301.0
36,28790328.0,20300108.0
37,15031683.0,25077316.0
38,52659327.0,18176734.0
39,33739844.0,38612872.0
40,4674983.0,33329354.0
41,15218300.0,12400787.0
42,28339260.0,16626975.0
43,30131225.0,17950560.0
44,29983342.0,21281434.0
45,25000672.0,34727684.0
46,25680323.0,26984374.0
47,14316598.0,18874194.0
48,18117808.0,14234373.0
49,20637986.0,16136896.0
50,60137633.0,18427266.0
51,33696861.0,40959756.0
52,35944968.0,36748984.0
53,20630752.0,34506656.0
54,22012016.0,23775080.0
55,59339949.0,15565553.0
56,17785524.0,39922620.0
57,39328144.0,32386780.0
58,27452600.0,34487548.0
59,21800904.0,31390274.0
60,33417903.0,16992080.0
61,20344424.0,28299652.0
62,14919122.0,27164348.0
63,45621186.0,14508209.0
64,37128363.0,35334728.0
65,71674082.0,32654836.0
66,45147220.0,53346956.0
67,60512675.0,50768708.0
68,36312660.0,48823436.0
69,25020715.0,38942488.0
70,45184589.0,28753916.0
71,58260798.0,38348124.0
72,47203221.0,53468048.0
73,11418512.0,48709036.0
74,15188254.0,32025794.0
75,26596179.0,18027652.0
76,47962055.0,17399740.0
77,58285879.0,36273628.0
78,56680792.0,56086124.0
79,74838162.0,56672552.0
80,48467529.0,59619848.0
81,27639603.0,47908912.0
82,58105720.0,32791800.0
83,40295202.0,49488272.0
84,30181353.0,42525664.0
85,12813267.0,37224712.0
86,7233874.0,31444400.0
87,6223263.0,12090631.0
88,23412350.0,5808133.0
89,13966453.0,21247198.0
90,13464528.0,17565166.0
91,28894400.0,14768802.0
92,77856096.0,20128366.0
93,33999376.0,47573036.0
94,52244531.0,38379644.0
95,27666473.0,46149928.0
96,31322983.0,31674772.0
97,31850475.0,21027858.0
98,40652625.0,30384926.0
99,35099198.0,42475400.0
100,51261982.0,35061584.0
101,23274764.0,47044852.0
102,15938355.0,29560342.0
103,26684697.0,19464944.0
104,50884342.0,23230836.0
105,45781403.0,36904284.0
106,96172537.0,43112104.0
107,73788462.0,77633480.0
108,58183921.0,70478536.0
109,52225802.0,55581360.0
110,49357211.0,53218092.0
111,46520570.0,46390784.0
112,55089464.0,45089992.0
113,43052468.0,62435920.0
114,63908701.0,51738692.0
115,55607833.0,58228972.0
116,66933119.0,56636936.0
